id,sentence,queryId,correct,
DACT/wik_part0004/836-50-2.xml,"Ook de drukkerij waar Kepler de beroemde "" Rudolfijnse tafels "" ( berekeningen van de stand der planeten ) wilde laten drukken werd vernield .",^q_1_pos,0,
DACT/wik_part0006/1123-8-1.xml,Aan de hand van voorwerpen die nabij Kandivali in noordelijk Bombay gevonden zijn kan worden opgemaakt dat de eilanden sinds de Steentijd bewoond zijn geweest .,^q_1_pos,0,
DACT/wik_part0006/1280-34-1.xml,"Codes die worden verandert zouden geïntegreerd moeten worden , eventueel in een gedeelde code-database , om te voorkomen dat er pas aan het eind van het project codeproblemen worden opgelost .",^q_1_pos,0,
DACT/wik_part0007/1469-24-6.xml,Dat dit stigma zo lang heeft kunnen blijven bestaan is voornamelijk te wijten aan het lang doorgebruiken van Borland Pascal in het onderwijs .,^q_1_pos,0,
DACT/wik_part0008/1712-26-1.xml,"Een kleine stuurspanning op de gate van een FET beïnvloedt de weerstand van het kanaal tussen source en drain , waardoor de grotere stromen die in dit kanaal kunnen lopen geregeld kunnen worden .",^q_1_pos,0,
DACT/wik_part0008/1743-5-5.xml,Uit de evaluaties van de wijnen die bewaard zijn gebleven kan worden opgemaakt dat hij een groot kenner was .,^q_1_pos,0,
DACT/wik_part0008/1860-10-1.xml,Vergrendelen - Bewerken - Ontgrendelen .,^q_1_pos,0,
DACT/wik_part0008/1860-12-1.xml,Kopiëren - Bewerken - Samenvoegen .,^q_1_pos,0,
DACT/wik_part0012/5342-5-4.xml,Pas als alle diplomatieke middelen zijn uitgeput kan worden besloten tot de inzet van gewapende middelen .,^q_1_pos,0,
DACT/wik_part0014/6314-6-1.xml,"In geval er een nieuwe spoorlijn wordt aangelegd , of een nieuwe woning wordt gebouwd moet worden voldaan aan de geluidsnormen van het Bgs .",^q_1_pos,0,
DACT/wik_part0015/6598-24-1.xml,"De hoofdstelling van de rekenkunde zegt dat elk natuurlijk getal groter dan 1 een unieke ontbinding in priemfactoren heeft , dat wil zeggen geschreven kan worden als product van priemgetallen .",^q_1_pos,0,
DACT/wik_part0015/6681-71-3.xml,"Het enige dat op dit gebied gedaan moet worden is verbieden van bebouwing in een klein wigvormig gebied vlak voor en achter de startbaan , omdat de kans op een ongeval groter is tijdens de start of de landing .",^q_1_pos,0,
DACT/wik_part0016/6922-30-2.xml,"Volgens de evangeliën heeft Jezus Christus zelf nadrukkelijk verklaard dat wat in het Oude Testament staat zijn geldigheid zal behouden totdat "" alles wat zal moeten plaatsvinden zal hebben plaatsgevonden en dat hij niet was gekomen om de wetten en profetieën in het Oude Testament af te schaffen , maar om deze tot vervulling te brengen "" .",^q_1_pos,0,
DACT/wik_part0017/7301-74-1.xml,Een voordeel van Jacoby transfer is dat de speler met de meeste punten als eerste de ( waarschijnlijke ) kleur waarin het contract gespeeld zal worden genoemd heeft .,^q_1_pos,0,
DACT/wik_part0022/10047-18-1.xml,Omdat het digitale formaat een weergave is van een analoog signaal is het niet noodzakelijk om het oorspronkelijke digitale signaal te kunnen reconstrueren en kan men de eis dat er geen informatie verloren mag gaan laten vallen .,^q_1_pos,0,
DACT/wik_part0024/10837-6-1.xml,"Een manier waarop het timbre ( de klankkleur ) bij het strijken kan worden beïnvloed is het toepassen van vibrato : het laten trillen van de hand die de toonhoogten op de snaar maakt , zonder dat die verschuift .",^q_1_pos,0,
DACT/wik_part0027/11924-52-2.xml,"De geluiden die het voortbrengt als het in beweging wordt gebracht kunnen worden omschreven als dreunen , brullen of blaffen .",^q_1_pos,0,
DACT/wik_part0028/13092-24-4.xml,Dat deze onderling niet allemaal geheel consistent zijn zou kunnen worden toegeschreven aan een normale rechtsontwikkeling .,^q_1_pos,0,
DACT/wik_part0029/13342-30-3.xml,Het feit dat soms grote concentraties van botten worden aangetroffen kan verklaard worden uit het samenspoelen van grof materiaal in ( relatieve ) laagtes door de golfwerking van de zee .,^q_1_pos,0,
DACT/wik_part0031/14585-16-3.xml,Uit de gedetailleerde schetsen die nog bewaard zijn gebleven kan worden geconcludeerd dat schilderijen in fasen werden afgewerkt .,^q_1_pos,0,
DACT/wik_part0032/14999-55-7.xml,De claims die gebruikt mogen worden moeten gerelateerd zijn aan het traditionele gebruik en mogen alleen van toepassing zijn voor eenvoudige aandoeningen.Kruidenmiddelen worden soms ( foutief ! ) gezien of aangeprezen als ' onschuldiger ' of ' natuurlijker ' dan andere ' reguliere ' geneesmiddelen .,^q_1_pos,0,
DACT/wik_part0032/15043-4-3.xml,Normale verbranding werkt niet meer in deze omstandigheden en als er nog sneller gevlogen moet worden wordt overgestapt op een SCRamjet .,^q_1_pos,0,
DACT/wik_part0032/15107-18-1.xml,"De recentste theoretische voorstellen van Chomsky , bekend als het minimalistisch programma , stellen onder meer dat de grammaticale principes die ten grondslag liggen aan het taalvermogen volledig vast zouden liggen en aangeboren zijn , en dat de verschillen tussen de diverse talen die op de wereld gesproken worden verklaard zouden kunnen worden aan de hand van parametrische informatie in het brein ( eenvoudiger gezegd : het invullen van parameters voor diverse mogelijke kenmerken ) .",^q_1_pos,0,
DACT/wik_part0034/16575-4-1.xml,Uit fossielen die in Oost-Afrika zijn gevonden kan worden opgemaakt dat hier rond twee miljoen jaar geleden al mensachtigen rondliepen .,^q_1_pos,0,
DACT/wik_part0035/17234-15-4.xml,"Onopgeloste cliffhangers geven vaak wel stof voor fanfictie-verhalen , waarin fans van de serie zelf hun idee over hoe de cliffhanger opgelost zou kunnen worden tonen .",^q_1_pos,0,
DACT/wik_part0036/17242-3-1.xml,"De wijze waarop een medeklinker wordt gearticuleerd kan worden onderverdeeld in : plofklanken , wrijfklanken , neusklanken , vloeiklanken en glijklanken .",^q_1_pos,0,
DACT/wik_part0037/18021-42-3.xml,Larven die in gevangenschap worden gehouden kunnen worden gevoed met muggenlarven en visvoer in vlokvorm .,^q_1_pos,0,
DACT/wik_part0040/19477-19-1.xml,Een praktische reden waarom Hahnemann voor het verdunnen heeft gekozen kan zijn dat een flink aantal van de stoffen die hij gebruikte giftig zijn bij onverdund gebruik .,^q_1_pos,0,
